Vehicle_ID,Vehicle_Type,Brand,Model,Seating_Capacity,Color,Fuel_Type,Mileage_kmpl,NOx_Emissions,CO2_Emissions,Final_Verdict,Price
V1397,Auto,Piaggio,Ape,3,Grey,Electric,17.4,0.0,0.0,Eco-Friendly,9.7189
V1398,Auto,Piaggio,Ape,3,Yellow,CNG,22.8,1.11,138.4,Commercial Use,76.62
V1399,Auto,Piaggio,Ape,3,Green,Petrol,19.0,1.89,156.9,High Performance,92.1
V1400,Car,Ford,Figo,5,Blue,CNG,47.7,0.19,134.5,Fuel Efficient,66.81999
V1401,Car,Hyundai,i20,7,Black,Electric,17.0,0.0,0.0,Eco-Friendly,21.39837
V1402,Van,Mahindra,Jeeto,12,Red,Electric,30.2,0.0,0.0,Eco-Friendly,9.16381
V1403,Bike,TVS,Apache,2,Yellow,CNG,10.5,1.69,51.9,High Performance,76.64
V1404,Auto,Bajaj,Pulsar,3,Grey,CNG,25.4,1.88,185.4,High Performance,64.20999
V1405,Car,Tata,Altroz,5,Silver,CNG,45.7,1.62,68.6,Fuel Efficient,71.03
V1406,Auto,Bajaj,Pulsar,3,Black,Diesel,26.9,1.9,135.2,High Performance,89.13
V1407,Auto,Bajaj,Chetak,3,Grey,Petrol,19.3,0.3,91.8,Commercial Use,103.14
V1408,Van,Mahindra,Jeeto,9,White,Electric,47.1,0.0,0.0,Eco-Friendly,8.47333
V1409,Auto,TVS,Apache,3,White,Diesel,22.0,1.57,124.4,High Performance,86.36
V1410,Auto,Mahindra,Supro,3,Green,Diesel,26.7,1.99,179.8,High Performance,92.16
V1411,Auto,Piaggio,Porter,3,Green,Diesel,28.4,1.75,130.7,High Performance,95.28
V1412,Auto,Mahindra,Bolero,3,Red,Electric,25.9,0.0,0.0,Eco-Friendly,9.34508
V1413,Van,Tata,Altroz,9,Yellow,Electric,43.3,0.0,0.0,Eco-Friendly,10.05362
V1414,Van,Tata,Nexon,12,Silver,Petrol,45.6,1.74,207.8,Fuel Efficient,102.16
V1415,Bike,Honda,Amaze,2,Yellow,Electric,18.4,0.0,0.0,Eco-Friendly,1.27876
V1416,Bike,Honda,Amaze,2,Silver,Electric,30.4,0.0,0.0,Eco-Friendly,2.39353
V1417,Auto,Mahindra,Jeeto,3,Blue,Electric,22.9,0.0,0.0,Eco-Friendly,9.5081
V1418,Van,Mahindra,Bolero,7,White,Electric,33.0,0.0,0.0,Eco-Friendly,10.9289
V1419,Car,Tata,Harrier,4,Grey,Electric,38.2,0.0,0.0,Eco-Friendly,35.79058
V1420,Van,Mahindra,Bolero,9,Grey,Electric,37.9,0.0,0.0,Eco-Friendly,11.16189
V1421,Auto,Bajaj,Pulsar,3,White,Petrol,18.8,0.73,232.8,Commercial Use,92.16
V1422,Car,Tata,Harrier,5,Yellow,CNG,17.0,0.3,190.8,Budget Vehicle,65.62
V1423,Auto,Piaggio,Ape,3,Blue,Petrol,19.2,1.01,242.9,Commercial Use,90.65
V1424,Bike,Bajaj,Pulsar,2,Green,Electric,40.8,0.0,0.0,Eco-Friendly,1.29536
V1425,Car,Maruti Suzuki,Ertiga,5,Blue,Electric,42.3,0.0,0.0,Eco-Friendly,26.78309
V1426,Van,Tata,Nexon,9,Green,CNG,13.4,0.2,133.5,Commercial Use,73.63
V1427,Bike,Suzuki,Access,2,White,Electric,49.8,0.0,0.0,Eco-Friendly,2.10968
V1428,Car,Toyota,Corolla,4,Red,CNG,14.4,1.87,61.4,High Performance,68.75
V1429,Van,Tata,Harrier,9,Grey,Electric,37.8,0.0,0.0,Eco-Friendly,10.25732
V1430,Bike,Yamaha,R15,2,Silver,Electric,48.9,0.0,0.0,Eco-Friendly,2.74828
V1431,Auto,Mahindra,Bolero,3,Black,Electric,26.3,0.0,0.0,Eco-Friendly,9.71836
V1432,Auto,TVS,Jupiter,3,Grey,CNG,25.9,0.17,144.4,Commercial Use,77.95
V1433,Auto,Bajaj,Pulsar,3,Black,Electric,16.8,0.0,0.0,Eco-Friendly,10.05615
V1434,Auto,Mahindra,Supro,3,White,Petrol,27.6,1.19,119.0,Commercial Use,98.62
V1435,Van,Mahindra,Bolero,12,Blue,Diesel,42.4,0.64,198.9,Fuel Efficient,92.74
V1436,Auto,Bajaj,Avenger,3,Yellow,CNG,18.6,0.87,194.3,Commercial Use,77.95999
V1437,Van,Force,Traveller,12,Silver,Electric,22.7,0.0,0.0,Eco-Friendly,8.45714
V1438,Auto,Piaggio,Ape,3,Blue,Diesel,20.2,0.93,59.4,Commercial Use,89.95
V1439,Van,Tata,Altroz,12,Red,CNG,12.6,1.45,63.3,Commercial Use,70.20999
V1440,Auto,Piaggio,Ape,3,Yellow,Petrol,19.6,0.53,143.8,Commercial Use,96.24
V1441,Van,Toyota,Innova,12,Red,CNG,17.1,1.53,113.8,High Performance,73.95
V1442,Bike,Bajaj,Chetak,2,Red,Petrol,47.7,0.45,82.1,Fuel Efficient,107.22
V1443,Van,Toyota,Fortuner,9,Yellow,Diesel,46.1,0.76,239.3,Fuel Efficient,94.06
V1444,Bike,Royal Enfield,Himalayan,2,White,Petrol,31.5,1.29,200.1,Budget Vehicle,94.99
V1445,Car,Hyundai,Verna,7,Green,Diesel,16.9,1.93,201.2,High Performance,97.86
V1446,Car,Honda,Jazz,4,Yellow,Petrol,11.5,1.73,234.0,High Performance,92.53
V1447,Auto,Piaggio,Ape,3,Yellow,Electric,23.4,0.0,0.0,Eco-Friendly,9.02946
V1448,Van,Toyota,Innova,9,Yellow,Electric,40.9,0.0,0.0,Eco-Friendly,11.7176
V1449,Bike,TVS,Jupiter,2,Grey,Diesel,41.2,0.88,81.1,Fuel Efficient,85.24
V1450,Van,Tata,Nexon,9,Grey,Petrol,23.5,0.11,108.2,Commercial Use,93.24
V1451,Van,Mahindra,Jeeto,12,Yellow,Electric,35.8,0.0,0.0,Eco-Friendly,9.05983
V1452,Auto,TVS,NTorq,3,Red,Diesel,20.5,0.84,186.6,Commercial Use,90.74
V1453,Auto,Bajaj,Chetak,3,White,Diesel,23.7,0.74,59.0,Commercial Use,95.33
V1454,Van,Tata,Nexon,12,Red,Electric,48.3,0.0,0.0,Eco-Friendly,9.87563
V1455,Bike,Yamaha,MT-15,2,Grey,Petrol,19.9,1.97,74.1,High Performance,99.52
V1456,Bike,Bajaj,Avenger,2,Black,Electric,15.4,0.0,0.0,Eco-Friendly,2.35513
V1457,Bike,Suzuki,Access,2,Black,Electric,24.1,0.0,0.0,Eco-Friendly,2.27673
V1458,Van,Force,Traveller,9,White,Petrol,13.2,0.28,215.7,Commercial Use,95.13
V1459,Auto,Mahindra,Supro,3,Blue,Petrol,28.7,0.86,147.9,Commercial Use,108.74
V1460,Bike,Royal Enfield,Himalayan,2,Yellow,Diesel,21.0,1.85,200.6,High Performance,86.91
V1461,Auto,Mahindra,Supro,3,Silver,Petrol,23.6,0.24,185.8,Commercial Use,104.81
V1462,Auto,TVS,Apache,3,Green,CNG,17.8,1.88,173.5,High Performance,78.9
V1463,Van,Toyota,Corolla,9,Grey,Electric,32.8,0.0,0.0,Eco-Friendly,8.82989
V1464,Auto,TVS,Jupiter,3,Yellow,Diesel,24.5,0.9,177.8,Commercial Use,97.14
V1465,Auto,Mahindra,Bolero,3,Blue,Petrol,23.4,1.07,152.5,Commercial Use,91.94
V1466,Car,Hyundai,Creta,7,Green,Diesel,15.1,1.37,200.0,Budget Vehicle,94.23
V1467,Car,Toyota,Fortuner,4,Silver,Diesel,13.7,1.74,208.4,High Performance,87.63
V1468,Car,Ford,Ecosport,5,Black,CNG,41.0,1.79,225.0,Fuel Efficient,68.08
V1469,Van,Mahindra,Jeeto,7,Green,CNG,17.0,1.89,88.1,High Performance,67.53
V1470,Van,Force,Toofan,7,Red,Electric,33.6,0.0,0.0,Eco-Friendly,10.98356
V1471,Auto,Piaggio,Ape,3,Silver,Electric,28.6,0.0,0.0,Eco-Friendly,11.05669
V1472,Auto,Piaggio,Porter,3,Red,Diesel,16.3,1.61,215.6,High Performance,87.09
V1473,Van,Tata,Altroz,9,White,CNG,15.7,1.5,118.1,Commercial Use,68.4
V1474,Auto,Mahindra,Jeeto,3,Silver,Electric,24.9,0.0,0.0,Eco-Friendly,9.78274
V1475,Van,Mahindra,Bolero,9,Grey,CNG,38.6,0.26,61.2,Fuel Efficient,71.66
V1476,Van,Tata,Harrier,12,Green,CNG,36.8,0.7,248.4,Fuel Efficient,67.59999
V1477,Van,Tata,Nexon,9,Grey,Petrol,15.8,1.72,233.6,High Performance,101.55
V1478,Auto,Bajaj,Pulsar,3,Silver,Petrol,21.5,0.44,213.9,Commercial Use,93.18
V1479,Auto,Bajaj,Pulsar,3,Black,Petrol,28.6,1.85,117.4,High Performance,102.33
V1480,Bike,Honda,Jazz,2,Silver,Electric,20.1,0.0,0.0,Eco-Friendly,2.86772
V1481,Auto,Mahindra,Jeeto,3,Blue,Petrol,25.3,1.61,213.1,High Performance,99.83
V1482,Van,Force,Toofan,12,White,Petrol,30.8,0.82,183.7,Commercial Use,93.22
V1483,Auto,TVS,NTorq,3,Blue,CNG,24.6,0.84,124.6,Commercial Use,77.37
V1484,Auto,Piaggio,Ape,3,Green,Diesel,16.8,1.7,104.9,High Performance,90.73
V1485,Van,Toyota,Fortuner,12,Yellow,Diesel,49.7,0.98,64.2,Fuel Efficient,96.74
V1486,Car,Hyundai,i20,7,Black,CNG,13.1,0.29,153.4,Budget Vehicle,65.44
V1487,Auto,Bajaj,Pulsar,3,Green,Diesel,17.3,1.15,227.9,Commercial Use,90.05
V1488,Car,Hyundai,Creta,4,Blue,Petrol,36.1,0.9,195.2,Fuel Efficient,107.43
V1489,Car,Hyundai,Creta,5,Green,Petrol,37.4,0.41,137.1,Fuel Efficient,102.26
V1490,Bike,Honda,Amaze,2,Grey,Electric,11.7,0.0,0.0,Eco-Friendly,2.76641
V1491,Bike,Suzuki,Burgman,2,White,CNG,31.5,1.57,137.8,High Performance,67.97
V1492,Car,Honda,Jazz,5,Grey,Petrol,17.1,0.66,163.7,Luxury Vehicle,92.23
V1493,Van,Mahindra,Jeeto,12,Yellow,CNG,15.4,1.75,163.1,High Performance,76.70999
V1494,Bike,Honda,City,2,Yellow,CNG,23.0,0.68,240.2,Luxury Vehicle,65.15
V1495,Van,Tata,Nexon,7,Grey,Electric,26.4,0.0,0.0,Eco-Friendly,10.95972
V1496,Car,Honda,Amaze,5,Silver,Petrol,41.4,0.44,222.4,Fuel Efficient,98.68
V1497,Bike,TVS,NTorq,2,Red,Diesel,40.7,0.95,86.2,Fuel Efficient,86.33
V1498,Auto,Bajaj,Avenger,3,Silver,Diesel,22.6,1.59,177.9,High Performance,99.58
V1499,Car,Toyota,Fortuner,5,Grey,Diesel,30.8,0.26,236.2,Luxury Vehicle,96.44
V1500,Bike,Bajaj,Chetak,2,Silver,Diesel,49.4,0.89,194.4,Fuel Efficient,96.17
V1501,Car,Honda,City,7,Grey,Electric,29.3,0.0,0.0,Eco-Friendly,26.5477
V1502,Auto,TVS,Apache,3,Green,Electric,20.0,0.0,0.0,Eco-Friendly,11.58896
V1503,Van,Force,Toofan,12,Black,CNG,20.3,1.37,117.3,Commercial Use,66.08
V1504,Van,Toyota,Corolla,12,Black,Electric,42.5,0.0,0.0,Eco-Friendly,9.31373
V1505,Auto,Piaggio,Ape,3,Grey,Diesel,22.5,1.08,71.2,Commercial Use,99.93
V1506,Car,Ford,Ecosport,5,White,Electric,36.7,0.0,0.0,Eco-Friendly,16.29911
V1507,Van,Toyota,Innova,12,Silver,CNG,42.9,0.77,85.4,Fuel Efficient,64.63
V1508,Van,Mahindra,Supro,12,Yellow,Petrol,10.8,0.51,112.7,Commercial Use,103.6
V1509,Van,Mahindra,Jeeto,7,Yellow,Petrol,42.1,1.15,73.1,Fuel Efficient,109.08
V1510,Auto,Bajaj,Avenger,3,Silver,Electric,25.8,0.0,0.0,Eco-Friendly,9.24019
V1511,Auto,TVS,NTorq,3,Black,Electric,17.7,0.0,0.0,Eco-Friendly,8.65726
V1512,Van,Force,Toofan,7,Red,CNG,39.7,1.02,85.4,Fuel Efficient,71.64
V1513,Van,Tata,Altroz,12,Red,Petrol,30.4,1.6,139.9,High Performance,95.62
V1514,Auto,Bajaj,Pulsar,3,White,Electric,21.5,0.0,0.0,Eco-Friendly,9.41564
V1515,Bike,Royal Enfield,Meteor,2,White,Electric,40.0,0.0,0.0,Eco-Friendly,2.46127
V1516,Car,Honda,City,7,White,Diesel,37.5,1.96,220.8,Fuel Efficient,98.77
V1517,Auto,Bajaj,Avenger,3,Green,CNG,19.2,0.74,95.1,Commercial Use,60.42
V1518,Bike,Honda,City,2,Grey,CNG,38.9,1.43,199.3,Fuel Efficient,75.58
V1519,Car,Ford,Ecosport,4,Silver,CNG,19.6,1.07,121.2,Luxury Vehicle,60.87
V1520,Car,Tata,Nexon,5,Black,Diesel,43.9,0.74,76.9,Fuel Efficient,97.67
V1521,Bike,Royal Enfield,Himalayan,2,Grey,Petrol,19.9,0.52,102.5,Budget Vehicle,101.66
V1522,Auto,Piaggio,Porter,3,Yellow,Diesel,25.2,1.72,166.0,High Performance,88.41
V1523,Car,Hyundai,Creta,4,Grey,Petrol,39.2,1.97,225.4,Fuel Efficient,103.22
V1524,Van,Toyota,Corolla,7,Red,Petrol,35.8,1.28,235.3,Fuel Efficient,101.02
V1525,Van,Force,Traveller,7,White,Petrol,43.2,1.61,187.0,Fuel Efficient,99.38
V1526,Auto,Bajaj,Chetak,3,Blue,Petrol,27.0,1.11,87.9,Commercial Use,108.72
V1527,Car,Tata,Harrier,4,Green,Petrol,25.0,0.54,86.1,Budget Vehicle,102.95
V1528,Car,Tata,Altroz,7,Silver,Petrol,49.1,0.45,232.1,Fuel Efficient,108.58
V1529,Van,Toyota,Fortuner,12,Grey,CNG,28.2,1.66,76.9,High Performance,65.84
V1530,Auto,TVS,Jupiter,3,Yellow,Electric,25.7,0.0,0.0,Eco-Friendly,10.68246
V1531,Van,Tata,Harrier,12,Blue,Diesel,16.8,1.58,52.4,High Performance,99.95
V1532,Bike,Royal Enfield,Classic 350,2,Blue,Petrol,46.2,0.49,163.2,Fuel Efficient,93.34
V1533,Auto,Piaggio,Porter,3,Green,Electric,22.0,0.0,0.0,Eco-Friendly,9.81408
V1534,Auto,TVS,Jupiter,3,Green,Diesel,25.5,0.93,242.9,Commercial Use,91.92
V1535,Car,Ford,Figo,4,Blue,Petrol,45.9,1.05,133.8,Fuel Efficient,97.7
V1536,Auto,Piaggio,Porter,3,Blue,Diesel,27.2,0.37,191.4,Commercial Use,96.32
V1537,Auto,TVS,Jupiter,3,Blue,Diesel,28.1,1.85,99.6,High Performance,99.32
V1538,Van,Toyota,Innova,12,Silver,Electric,33.2,0.0,0.0,Eco-Friendly,9.18015
V1539,Van,Tata,Harrier,7,Yellow,Diesel,22.1,0.92,218.1,Commercial Use,87.61
V1540,Auto,Bajaj,Pulsar,3,Red,CNG,27.0,1.52,95.2,High Performance,78.5
V1541,Van,Force,Traveller,9,Red,Diesel,45.7,0.33,77.9,Fuel Efficient,88.6
V1542,Van,Toyota,Fortuner,7,Blue,CNG,25.0,1.13,222.7,Commercial Use,60.02
V1543,Bike,Bajaj,Pulsar,2,Black,Electric,48.2,0.0,0.0,Eco-Friendly,2.42018
V1544,Van,Mahindra,Jeeto,9,Blue,Petrol,40.9,1.51,57.5,Fuel Efficient,102.77
V1545,Auto,Piaggio,Porter,3,Red,CNG,28.3,0.29,216.2,Commercial Use,78.51
V1546,Bike,Yamaha,MT-15,2,Grey,Electric,22.5,0.0,0.0,Eco-Friendly,2.79933
V1547,Car,Hyundai,i20,5,Black,CNG,17.5,0.1,55.5,Budget Vehicle,77.78
V1548,Car,Tata,Altroz,4,Grey,CNG,49.1,1.26,147.4,Fuel Efficient,75.95
V1549,Auto,Bajaj,Pulsar,3,Yellow,Electric,18.8,0.0,0.0,Eco-Friendly,8.26641
V1550,Bike,Bajaj,Chetak,2,Green,CNG,43.5,1.47,194.3,Fuel Efficient,60.96
V1551,Car,Ford,Figo,4,Red,Diesel,28.4,1.24,238.5,Luxury Vehicle,89.51
V1552,Auto,Mahindra,Jeeto,3,Yellow,Petrol,28.5,1.13,133.0,Commercial Use,91.92
V1553,Car,Toyota,Innova,5,Silver,CNG,21.8,0.51,155.9,Luxury Vehicle,70.01
V1554,Car,Ford,Figo,7,Yellow,Petrol,13.9,1.27,164.2,Luxury Vehicle,90.45
V1555,Bike,TVS,Apache,2,Red,CNG,16.1,1.72,233.5,High Performance,74.34999
V1556,Van,Toyota,Innova,12,Silver,CNG,38.6,0.84,234.1,Fuel Efficient,64.33
V1557,Car,Maruti Suzuki,Baleno,5,Yellow,CNG,29.3,0.77,151.4,Budget Vehicle,70.65
V1558,Van,Force,Toofan,12,Blue,Diesel,48.3,0.35,132.6,Fuel Efficient,90.03
V1559,Bike,Suzuki,Burgman,2,Yellow,Electric,23.4,0.0,0.0,Eco-Friendly,1.51075
V1560,Auto,Piaggio,Ape,3,Silver,Petrol,15.5,1.53,176.4,High Performance,99.66
V1561,Car,Hyundai,i20,5,Yellow,Petrol,38.2,1.73,169.4,Fuel Efficient,99.48
V1562,Car,Hyundai,Verna,5,Yellow,Petrol,20.3,0.49,90.7,Budget Vehicle,104.9
V1563,Auto,Bajaj,Pulsar,3,Red,CNG,23.4,0.15,150.8,Commercial Use,77.15
V1564,Car,Tata,Harrier,7,Red,CNG,39.9,1.99,121.6,Fuel Efficient,65.73
V1565,Auto,TVS,Apache,3,Blue,Petrol,28.5,1.24,180.6,Commercial Use,97.88
V1566,Bike,Royal Enfield,Meteor,2,White,Diesel,43.0,0.58,88.1,Fuel Efficient,87.56
V1567,Van,Tata,Harrier,9,Yellow,Electric,39.4,0.0,0.0,Eco-Friendly,9.63817
V1568,Car,Ford,Figo,5,Green,Petrol,12.7,0.46,113.8,Luxury Vehicle,91.87
V1569,Car,Ford,Figo,7,Green,CNG,41.8,0.62,69.3,Fuel Efficient,73.17
V1570,Bike,Bajaj,Chetak,2,Grey,CNG,24.2,0.15,102.5,Budget Vehicle,72.38
V1571,Auto,Bajaj,Avenger,3,Green,Electric,19.6,0.0,0.0,Eco-Friendly,11.6589
V1572,Auto,Mahindra,Supro,3,Red,Diesel,24.7,0.19,172.2,Commercial Use,93.85
V1573,Auto,Bajaj,Avenger,3,Yellow,Petrol,24.6,0.36,167.2,Commercial Use,109.55
V1574,Van,Mahindra,Jeeto,12,Blue,Electric,35.1,0.0,0.0,Eco-Friendly,8.36631
V1575,Bike,Honda,City,2,Red,Diesel,46.6,1.68,110.9,Fuel Efficient,89.37
V1576,Car,Ford,Aspire,5,Green,Petrol,42.4,0.8,145.3,Fuel Efficient,96.79
V1577,Car,Hyundai,i20,4,Yellow,Electric,29.3,0.0,0.0,Eco-Friendly,27.34161
V1578,Car,Hyundai,i20,5,Black,Diesel,22.5,0.32,162.7,Budget Vehicle,94.86
V1579,Van,Force,Traveller,7,Grey,Electric,37.8,0.0,0.0,Eco-Friendly,8.72991
V1580,Bike,Yamaha,MT-15,2,Green,Petrol,14.6,1.45,245.2,Budget Vehicle,108.75
V1581,Auto,Piaggio,Porter,3,Silver,Diesel,18.9,0.18,120.9,Commercial Use,88.04
V1582,Auto,Mahindra,Supro,3,Yellow,Electric,21.3,0.0,0.0,Eco-Friendly,8.04014
V1583,Auto,Piaggio,Porter,3,White,Petrol,29.8,1.89,241.3,High Performance,94.6
V1584,Bike,Royal Enfield,Meteor,2,Yellow,Electric,26.1,0.0,0.0,Eco-Friendly,2.08071
V1585,Bike,Yamaha,MT-15,2,Yellow,CNG,17.2,1.73,141.3,High Performance,78.2
V1586,Car,Maruti Suzuki,Baleno,7,Green,Electric,45.9,0.0,0.0,Eco-Friendly,39.25267
V1587,Car,Maruti Suzuki,Ertiga,4,Black,Petrol,18.3,1.7,180.2,High Performance,99.9
V1588,Auto,Bajaj,Pulsar,3,Grey,CNG,17.0,1.16,247.5,Commercial Use,63.1
V1589,Bike,Suzuki,Burgman,2,Yellow,Diesel,43.0,2.0,88.1,Fuel Efficient,91.84
V1590,Auto,Piaggio,Ape,3,White,Diesel,16.2,1.15,155.2,Commercial Use,95.3
V1591,Bike,Royal Enfield,Meteor,2,White,Diesel,36.5,0.96,243.8,Fuel Efficient,90.29
V1592,Auto,Bajaj,Chetak,3,Black,CNG,15.9,1.27,203.8,Commercial Use,61.83
V1593,Auto,Piaggio,Porter,3,Blue,Electric,19.5,0.0,0.0,Eco-Friendly,10.97921
V1594,Van,Force,Traveller,12,Silver,CNG,17.8,1.95,159.4,High Performance,68.42
V1595,Auto,Mahindra,Bolero,3,Silver,Electric,16.4,0.0,0.0,Eco-Friendly,8.56958
V1596,Bike,Royal Enfield,Classic 350,2,Red,Diesel,26.9,1.06,145.4,Budget Vehicle,87.56
V1597,Auto,TVS,Apache,3,Red,CNG,26.2,1.57,55.7,High Performance,62.04
V1598,Auto,Piaggio,Ape,3,Red,Petrol,30.0,0.61,114.2,Commercial Use,99.15
V1599,Auto,Bajaj,Avenger,3,Green,CNG,16.6,1.54,84.6,High Performance,62.19
V1600,Van,Toyota,Innova,9,Silver,Electric,45.2,0.0,0.0,Eco-Friendly,8.82074
V1601,Auto,Mahindra,Supro,3,Yellow,CNG,26.0,0.79,175.2,Commercial Use,79.81999
V1602,Van,Tata,Altroz,7,Black,Electric,41.2,0.0,0.0,Eco-Friendly,8.10729
V1603,Van,Mahindra,Jeeto,9,Blue,CNG,43.2,0.88,247.4,Fuel Efficient,79.88
V1604,Auto,TVS,Apache,3,Green,Electric,16.6,0.0,0.0,Eco-Friendly,10.30785
V1605,Van,Tata,Harrier,12,Green,Electric,43.1,0.0,0.0,Eco-Friendly,9.76089
V1606,Van,Force,Toofan,9,Black,Petrol,32.4,1.03,91.2,Commercial Use,95.53
V1607,Auto,Piaggio,Porter,3,Red,Diesel,27.6,1.57,144.1,High Performance,99.25
V1608,Bike,Bajaj,Avenger,2,Silver,Electric,21.6,0.0,0.0,Eco-Friendly,1.69175
V1609,Bike,Bajaj,Avenger,2,White,CNG,13.7,0.64,66.8,Budget Vehicle,63.18
V1610,Van,Mahindra,Jeeto,7,Silver,CNG,14.0,0.88,85.8,Commercial Use,72.59
V1611,Car,Honda,City,7,Green,CNG,17.4,1.41,199.4,Luxury Vehicle,67.56
V1612,Auto,Bajaj,Avenger,3,Blue,CNG,17.3,0.95,55.6,Commercial Use,61.04
V1613,Bike,TVS,NTorq,2,Blue,Petrol,19.2,0.19,138.3,Budget Vehicle,104.42
V1614,Auto,Piaggio,Ape,3,Black,Electric,21.1,0.0,0.0,Eco-Friendly,9.58823
V1615,Car,Tata,Altroz,4,Silver,Electric,29.2,0.0,0.0,Eco-Friendly,33.01019
V1616,Bike,TVS,Jupiter,2,Red,CNG,39.6,1.3,150.9,Fuel Efficient,74.76
V1617,Bike,Bajaj,Chetak,2,Yellow,Electric,23.4,0.0,0.0,Eco-Friendly,1.60634
V1618,Van,Tata,Nexon,7,Red,Electric,41.4,0.0,0.0,Eco-Friendly,10.09141
V1619,Van,Mahindra,Supro,9,White,CNG,24.0,0.62,132.0,Commercial Use,64.26
V1620,Van,Tata,Altroz,12,Yellow,Electric,48.5,0.0,0.0,Eco-Friendly,11.67654
V1621,Auto,TVS,NTorq,3,Black,Diesel,27.2,0.89,206.0,Commercial Use,93.9
V1622,Auto,Piaggio,Porter,3,Red,Electric,27.1,0.0,0.0,Eco-Friendly,8.54748
V1623,Car,Maruti Suzuki,Baleno,5,Silver,Petrol,25.3,1.87,130.5,High Performance,97.55
V1624,Van,Toyota,Fortuner,7,Red,Petrol,16.8,1.29,157.8,Commercial Use,93.16
V1625,Van,Toyota,Innova,9,Black,Diesel,19.6,1.18,129.9,Commercial Use,88.15
V1626,Van,Mahindra,Supro,12,Red,CNG,35.6,1.0,248.9,Fuel Efficient,70.62
V1627,Auto,Piaggio,Ape,3,Grey,CNG,19.1,0.64,63.4,Commercial Use,78.9
V1628,Car,Toyota,Corolla,5,Black,Diesel,14.9,0.86,243.9,Luxury Vehicle,86.74
V1629,Auto,Bajaj,Chetak,3,Black,CNG,15.9,1.23,101.4,Commercial Use,62.87
V1630,Auto,Bajaj,Avenger,3,Yellow,Diesel,25.2,0.3,85.0,Commercial Use,88.77
V1631,Van,Tata,Altroz,7,Black,Diesel,17.4,0.36,238.5,Commercial Use,85.27
V1632,Van,Tata,Harrier,9,Silver,Electric,18.5,0.0,0.0,Eco-Friendly,8.05801
V1633,Auto,Piaggio,Ape,3,Green,Electric,19.6,0.0,0.0,Eco-Friendly,9.50262
V1634,Car,Ford,Figo,5,Blue,Electric,36.6,0.0,0.0,Eco-Friendly,36.63247
V1635,Van,Force,Traveller,7,Green,Diesel,25.6,1.17,230.3,Commercial Use,96.56
V1636,Auto,Bajaj,Avenger,3,Red,Electric,29.0,0.0,0.0,Eco-Friendly,8.29592
V1637,Car,Tata,Nexon,7,Yellow,Electric,16.6,0.0,0.0,Eco-Friendly,27.6945
V1638,Auto,Bajaj,Pulsar,3,Red,Electric,29.7,0.0,0.0,Eco-Friendly,9.39788
V1639,Car,Honda,City,7,Yellow,Electric,15.6,0.0,0.0,Eco-Friendly,29.18533
V1640,Van,Force,Traveller,7,Grey,CNG,35.8,0.25,178.8,Fuel Efficient,72.91
V1641,Van,Force,Toofan,7,White,Diesel,37.6,1.49,189.3,Fuel Efficient,95.57
V1642,Bike,TVS,Jupiter,2,Red,Electric,26.1,0.0,0.0,Eco-Friendly,2.6014
V1643,Van,Force,Toofan,7,Red,CNG,26.9,1.15,103.1,Commercial Use,70.59999
V1644,Car,Toyota,Fortuner,7,Red,Diesel,18.0,1.62,241.0,High Performance,89.11
V1645,Auto,Piaggio,Ape,3,Silver,Electric,22.8,0.0,0.0,Eco-Friendly,10.20984
V1646,Van,Mahindra,Supro,9,Red,CNG,35.8,1.09,190.4,Fuel Efficient,77.53
V1647,Auto,Piaggio,Porter,3,Red,Electric,23.3,0.0,0.0,Eco-Friendly,11.72771
V1648,Bike,Royal Enfield,Himalayan,2,Silver,Electric,24.4,0.0,0.0,Eco-Friendly,1.17705
V1649,Car,Toyota,Corolla,7,Yellow,CNG,41.1,0.19,116.4,Fuel Efficient,71.28
V1650,Car,Ford,Aspire,5,Black,Electric,46.8,0.0,0.0,Eco-Friendly,26.51083
V1651,Auto,Mahindra,Bolero,3,Green,CNG,22.3,0.43,98.9,Commercial Use,60.24
V1652,Bike,Yamaha,MT-15,2,Green,Petrol,12.1,0.27,176.7,Budget Vehicle,95.18
V1653,Bike,Bajaj,Chetak,2,White,CNG,29.2,1.3,170.1,Budget Vehicle,62.21
V1654,Car,Tata,Nexon,5,Green,Petrol,28.0,1.77,188.6,High Performance,108.51
V1655,Car,Tata,Nexon,5,Yellow,Electric,21.1,0.0,0.0,Eco-Friendly,37.93168
V1656,Auto,Piaggio,Ape,3,Yellow,Electric,21.8,0.0,0.0,Eco-Friendly,8.77575
V1657,Car,Maruti Suzuki,Swift,5,Green,Petrol,34.4,0.34,65.7,Budget Vehicle,102.87
V1658,Car,Tata,Nexon,7,Red,Diesel,14.5,0.51,190.4,Budget Vehicle,95.61
V1659,Car,Tata,Altroz,5,Red,CNG,49.2,1.67,168.2,Fuel Efficient,65.7
V1660,Auto,Mahindra,Bolero,3,White,Electric,24.9,0.0,0.0,Eco-Friendly,10.68799
V1661,Van,Tata,Harrier,9,Red,Petrol,10.3,0.63,99.7,Commercial Use,99.37
V1662,Car,Hyundai,i20,4,White,CNG,35.5,1.05,97.6,Fuel Efficient,75.19
V1663,Van,Mahindra,Bolero,12,Black,Diesel,27.8,0.41,228.0,Commercial Use,94.49
V1664,Car,Hyundai,i20,5,Green,Diesel,35.9,0.92,75.1,Fuel Efficient,98.31
